repo,pr_id,file_count,total_additions,total_deletions,commit_message_length,pr_description_length,reviewer_count,comment_count,has_ai_reviewer,label_count,pr_length,modified_function_count,ast_node_count,cfg_node_count,ast_density,cfg_density,merged
pytorch/pytorch,188730,2,468,516,197,235,0,0,False,2,290,7,576,520,1.2307692307692308,1.1111111111111112,False
pytorch/pytorch,188729,1,81,83,229,307,0,0,False,2,352,1,109,95,1.345679012345679,1.1728395061728396,False
pytorch/pytorch,188726,2,188,0,44,6262,2,0,False,3,6294,0,207,178,1.101063829787234,0.946808510638298,False
pytorch/pytorch,188725,1,1,0,8,109,1,0,False,7,178,0,1,1,1.0,1.0,False
pytorch/pytorch,188724,1,39,1,1419,4605,0,0,False,3,4670,2,38,38,0.9743589743589745,0.9743589743589745,False
pytorch/pytorch,188722,1,5,1,781,720,1,0,False,4,782,1,24,24,4.8,4.8,False
pytorch/pytorch,188720,7,7,12,219,577,1,0,False,12,652,0,106,106,0.9814814814814816,0.9814814814814816,False
pytorch/pytorch,188719,2,21,1,83,2496,0,0,False,5,2567,2,107,107,5.095238095238095,5.095238095238095,False
pytorch/pytorch,188703,1,2,2,8,430,1,1,False,6,504,0,30,30,15.0,15.0,False
pytorch/pytorch,188702,1,17,29,52,0,2,0,False,5,55,0,29,23,1.7058823529411764,1.3529411764705883,False
pytorch/pytorch,188701,5,42,72,2974,1831,2,0,False,1,1874,0,42,42,1.0,1.0,False
pytorch/pytorch,188700,2,8,3,52,854,1,1,False,6,930,1,39,39,4.875,4.875,False
pytorch/pytorch,188699,7,158,2,45,486,0,0,False,1,542,7,249,210,1.456140350877193,1.2280701754385963,False
pytorch/pytorch,188698,6,208,165,109,630,1,1,False,3,731,17,671,671,3.2259615384615383,3.2259615384615383,False
pytorch/pytorch,188695,2,60,0,17,202,1,0,False,0,219,5,74,61,1.2333333333333334,1.0166666666666666,False
pytorch/pytorch,188694,30,161,112,41,1164,3,0,False,7,1216,5,359,353,1.1506410256410255,1.1314102564102564,False
pytorch/pytorch,188685,14,160,161,453,355,2,1,False,8,454,1,269,243,1.68125,1.51875,False
pytorch/pytorch,188682,3,11,0,49,601,0,0,False,5,634,0,44,43,2.0,1.9545454545454544,False
pytorch/pytorch,188681,2,52,37,306,830,0,0,False,4,923,1,41,41,0.7884615384615384,0.7884615384615384,False
pytorch/pytorch,188679,2,10,8,82,2507,1,1,False,8,2578,0,8,8,0.8,0.8,False
pytorch/pytorch,188673,1,0,6,75,222,2,0,True,10,304,0,0,0,0.0,0.0,False
pytorch/pytorch,188671,1,6,0,104,735,1,0,False,12,794,0,6,6,1.0,1.0,False
pytorch/pytorch,188667,1,115,78,800,1860,0,0,False,2,1923,12,102,102,0.8869565217391304,0.8869565217391304,False
pytorch/pytorch,188666,1,2,2,39,447,1,1,False,5,486,0,23,23,11.5,11.5,False
pytorch/pytorch,188665,1,1,1,43,447,1,1,False,6,490,0,12,12,12.0,12.0,False
pytorch/pytorch,188664,1,3,3,118,318,0,0,False,2,388,0,27,27,9.0,9.0,False
pytorch/pytorch,188663,2,26,8,53,323,1,0,False,8,382,0,25,25,0.9615384615384616,0.9615384615384616,False
pytorch/pytorch,188662,1,8,6,38,270,0,0,False,7,315,0,8,8,1.0,1.0,False
pytorch/pytorch,188661,2,25,2,49,140,3,1,True,4,205,2,181,180,7.24,7.2,False
pytorch/pytorch,188660,2,61,8,77,2640,1,1,True,5,2705,4,283,283,4.639344262295082,4.639344262295082,False
pytorch/pytorch,188659,2,106,15,4194,1000,1,0,True,3,1064,0,137,119,1.2685185185185186,1.101851851851852,False
pytorch/pytorch,188657,1,41,12,264,125,0,0,False,2,178,6,33,33,0.8048780487804879,0.8048780487804879,False
pytorch/pytorch,188656,1,45,86,85,4410,2,1,False,3,4489,2,45,45,1.0,1.0,False
pytorch/pytorch,188654,1,70,8,1857,872,3,0,False,5,945,0,98,82,1.4,1.1714285714285717,False
pytorch/pytorch,188653,2,75,51,831,540,0,0,False,2,601,5,118,118,1.5733333333333333,1.5733333333333333,False
pytorch/pytorch,188651,1,1,0,103,0,1,1,False,4,41,0,1,1,1.0,1.0,False
pytorch/pytorch,188649,2,64,2,496,1988,0,0,False,1,2052,7,169,169,2.640625,2.640625,False
pytorch/pytorch,188647,2,32,2,1799,1233,0,0,False,3,1307,6,237,237,7.40625,7.40625,False
pytorch/pytorch,188646,1,10,0,52,978,1,0,False,3,1056,0,93,93,9.3,9.3,False
pytorch/pytorch,188645,16,60,61,78,180,2,1,True,5,237,1,174,117,2.9,1.95,False
pytorch/pytorch,188644,2,41,0,7914,8037,1,0,False,7,8115,2,116,116,2.8292682926829267,2.8292682926829267,False
pytorch/pytorch,188643,18,461,14,1903,2042,1,1,False,6,2104,12,1070,985,2.351648351648352,2.1648351648351647,False
pytorch/pytorch,188642,2,3,0,646,729,0,0,False,3,766,0,35,35,11.666666666666666,11.666666666666666,False
pytorch/pytorch,188641,2,35,0,26,2394,0,0,False,4,2442,3,291,291,8.083333333333334,8.083333333333334,False
pytorch/pytorch,188640,1,4,0,1147,1143,1,1,False,5,1204,0,3,3,0.75,0.75,False
pytorch/pytorch,188639,4,184,71,208,352,1,0,False,5,391,19,675,675,3.7709497206703912,3.7709497206703912,False
pytorch/pytorch,188638,2,93,13,208,352,0,0,False,5,378,9,469,469,5.043010752688172,5.043010752688172,False
pytorch/pytorch,188637,3,335,1,66,4810,1,1,True,6,4881,19,1306,1306,3.8985074626865672,3.8985074626865672,False
pytorch/pytorch,188636,2,49,13,26,1859,0,0,False,4,1909,3,46,46,0.9387755102040816,0.9387755102040816,False
pytorch/pytorch,188634,2,28,2,26,1696,0,0,False,4,1753,1,24,24,0.8571428571428571,0.8571428571428571,False
pytorch/pytorch,188633,2,27,4,1787,851,3,0,False,5,895,1,42,40,1.5555555555555556,1.4814814814814814,False
pytorch/pytorch,188632,2,28,2,52,1524,1,1,False,4,1568,8,164,164,5.857142857142857,5.857142857142857,False
pytorch/pytorch,188631,4,44,2,813,435,2,0,False,5,507,3,164,164,3.727272727272727,3.727272727272727,False
pytorch/pytorch,188630,30,171,146,3180,336,0,0,False,12,403,3,353,341,1.7918781725888324,1.730964467005076,False
pytorch/pytorch,188626,2,64,26,156,747,1,0,False,2,806,0,80,71,1.25,1.109375,False
pytorch/pytorch,188625,1,79,0,78,735,0,0,False,1,794,0,90,81,1.139240506329114,1.0253164556962024,False
pytorch/pytorch,188624,1,1,1,29,162,1,0,True,6,220,0,1,1,1.0,1.0,False
pytorch/pytorch,188623,2,24,14,8,323,3,0,False,6,393,1,160,158,6.666666666666667,6.583333333333333,False
pytorch/pytorch,188622,2,64,3,130,1712,2,0,False,6,1780,6,217,217,3.390625,3.390625,False
pytorch/pytorch,188621,7,583,227,26,3032,0,0,False,0,3115,17,1547,1543,3.0633663366336634,3.0554455445544555,False
pytorch/pytorch,188620,1,1,1,80,0,1,0,False,3,54,0,1,1,1.0,1.0,False
pytorch/pytorch,188619,1,14,3,181,410,2,0,True,5,467,0,28,21,2.0,1.5,False
pytorch/pytorch,188618,3,160,7,1372,1140,0,0,False,2,1198,0,190,169,1.1875,1.05625,False
pytorch/pytorch,188617,8,0,789,36,1613,2,1,False,4,1654,0,0,0,0.0,0.0,False
pytorch/pytorch,188616,1,8,7,157,57,1,0,False,3,158,0,12,10,1.5,1.25,False
pytorch/pytorch,188615,1,10,0,26,778,0,0,False,3,856,0,93,93,9.3,9.3,False
pytorch/pytorch,188614,1,34,6,26,1418,0,0,False,3,1484,3,30,30,0.8823529411764706,0.8823529411764706,False
pytorch/pytorch,188613,4,100,47,240,1179,0,0,False,4,1238,2,301,277,3.01,2.77,False
pytorch/pytorch,188612,2,13,8,1409,389,1,0,True,6,437,0,36,36,2.769230769230769,2.769230769230769,False
pytorch/pytorch,188611,16,8,125,1679,2707,1,1,False,4,2760,0,22,21,2.75,2.625,False
pytorch/pytorch,188610,5,315,5,26,2969,2,0,False,7,3045,21,1549,1549,4.917460317460318,4.917460317460318,False
pytorch/pytorch,188609,1,42,62,1365,755,2,1,True,2,799,0,47,44,1.119047619047619,1.0476190476190477,False
pytorch/pytorch,188608,2,17,8,4,782,1,1,False,4,885,0,25,20,1.4705882352941178,1.1764705882352942,False
pytorch/pytorch,188607,2,62,0,1512,1572,2,0,False,7,1661,3,272,272,4.387096774193548,4.387096774193548,False
pytorch/pytorch,188606,2,22,0,646,837,0,0,False,4,910,2,59,59,2.6818181818181817,2.6818181818181817,False
pytorch/pytorch,188605,2,38,3,87,483,2,1,False,6,536,2,147,147,3.127659574468085,3.127659574468085,False
pytorch/pytorch,188604,1,1,12,319,364,1,0,False,2,431,0,1,1,1.0,1.0,False
pytorch/pytorch,188603,4,31,42,383,314,1,0,False,4,401,2,49,39,1.5806451612903225,1.2580645161290325,False
pytorch/pytorch,188601,3,45,2,25,34,0,0,False,1,59,1,77,66,1.711111111111111,1.4666666666666666,False
pytorch/pytorch,188600,3,24,11,194,960,0,0,False,12,1013,2,54,54,1.8,1.8,False
pytorch/pytorch,188599,1,1,0,284,226,0,0,False,1,286,0,1,1,1.0,1.0,False
pytorch/pytorch,188598,1,32,16,327,267,0,0,False,1,329,0,32,32,1.0,1.0,False
pytorch/pytorch,188597,15,157,36,4689,2422,6,2,True,13,2460,5,280,241,1.627906976744186,1.4011627906976745,False
pytorch/pytorch,188596,2,34,1,156,1547,3,1,False,5,1633,2,132,132,3.882352941176471,3.882352941176471,False
pytorch/pytorch,188595,3,32,17,78,1802,1,0,False,7,1862,5,131,131,4.09375,4.09375,False
pytorch/pytorch,188594,3,3,3,286,536,2,0,False,1,611,0,7,7,2.333333333333333,2.333333333333333,True
pytorch/pytorch,188593,23,107,7,976,974,0,0,False,8,1053,6,241,241,2.2523364485981308,2.2523364485981308,False
pytorch/pytorch,188592,3,8,0,26,106,0,0,False,1,121,0,8,8,1.0,1.0,False
pytorch/pytorch,188591,2,12,3,113,2083,2,1,False,4,2142,0,11,11,0.9166666666666666,0.9166666666666666,False
pytorch/pytorch,188590,2,17,0,36,10,1,0,False,0,46,0,21,18,1.3125,1.125,False
pytorch/pytorch,188589,1,6,0,59,212,0,0,False,0,274,0,6,5,1.0,0.8333333333333334,False
pytorch/pytorch,188588,1,151,0,2352,911,1,1,False,1,976,14,1047,1047,6.933774834437086,6.933774834437086,False
pytorch/pytorch,188587,6,656,0,8201,2834,1,0,False,2,2917,13,813,709,1.2393292682926829,1.0807926829268293,False
pytorch/pytorch,188586,1,1466,0,6804,1481,1,0,False,1,1546,1,1716,1478,1.170532060027285,1.0081855388813097,False
pytorch/pytorch,188585,2,1101,0,7604,1746,3,1,False,1,1817,41,1642,1312,1.491371480472298,1.1916439600363309,False
pytorch/pytorch,188584,5,868,0,4720,1503,3,1,False,1,1578,23,1150,944,1.3248847926267282,1.087557603686636,False
pytorch/pytorch,188583,2,969,0,3516,950,3,1,False,1,992,32,1123,987,1.1637305699481866,1.0227979274611398,False
pytorch/pytorch,188582,10,1174,0,7283,2059,1,1,False,1,2137,37,1514,1263,1.289608177172061,1.075809199318569,False
pytorch/pytorch,188581,2,41,1,621,1321,1,0,False,5,1383,6,271,271,6.609756097560975,6.609756097560975,False
pytorch/pytorch,188580,1,2,1,64,218,1,0,True,7,289,0,2,2,1.0,1.0,False
pytorch/pytorch,188579,3,29,12,44,798,0,0,False,5,842,1,42,42,1.4482758620689655,1.4482758620689655,False
pytorch/pytorch,188577,2,58,50,530,713,1,1,False,1,747,1,114,110,1.9655172413793105,1.896551724137931,False
pytorch/pytorch,188576,3,122,17,52,2296,1,0,False,6,2378,11,527,523,4.319672131147541,4.286885245901639,False
pytorch/pytorch,188575,2,42,10,1647,1563,0,0,False,3,1648,2,151,151,3.595238095238096,3.595238095238096,False
pytorch/pytorch,188574,3,63,59,52,2138,1,0,False,6,2204,8,63,63,1.0,1.0,False
pytorch/pytorch,188573,29,11,67,26,372,3,1,False,10,402,0,30,30,2.5,2.5,False
pytorch/pytorch,188572,5,111,12,104,804,3,0,False,3,870,12,303,303,2.72972972972973,2.72972972972973,False
pytorch/pytorch,188571,6,223,9,69,477,2,0,False,2,521,2,370,302,1.6591928251121075,1.3542600896860986,False
pytorch/pytorch,188570,3,144,0,63,363,1,1,False,3,426,11,637,623,4.423611111111111,4.326388888888889,False
pytorch/pytorch,188569,2,54,6,41,80,1,0,False,3,121,3,47,47,0.8703703703703703,0.8703703703703703,False
pytorch/pytorch,188568,1,1,1,236,385,1,0,True,2,428,0,1,1,1.0,1.0,False
pytorch/pytorch,188566,2,56,1,56,46,1,0,False,6,102,1,470,470,8.392857142857142,8.392857142857142,False
pytorch/pytorch,188565,28,315,62,1539,3307,0,0,False,11,3354,5,506,428,1.6063492063492064,1.3587301587301588,False
pytorch/pytorch,188563,1,11,5,145,117,1,0,False,3,227,0,21,16,1.9090909090909087,1.4545454545454546,False
pytorch/pytorch,188562,1,7,4,26,1238,1,0,False,3,1304,0,8,8,1.1428571428571428,1.1428571428571428,False
pytorch/pytorch,188560,2,77,16,584,887,0,0,False,3,968,1,115,115,1.4935064935064934,1.4935064935064934,False
pytorch/pytorch,188559,2,11,10,271,0,0,0,False,1,22,1,45,45,4.090909090909091,4.090909090909091,False
pytorch/pytorch,188558,3,134,28,2241,1137,2,0,False,5,1196,7,120,120,0.8955223880597015,0.8955223880597015,False
pytorch/pytorch,188556,2,44,4,62,1072,0,0,False,5,1134,2,203,203,4.72093023255814,4.72093023255814,False
pytorch/pytorch,188555,3,17,10,127,139,0,0,False,4,196,1,79,79,4.647058823529412,4.647058823529412,False
pytorch/pytorch,188554,10,470,24,182,1684,3,0,False,4,1746,28,1735,1698,3.691489361702128,3.612765957446809,False
pytorch/pytorch,188552,1,2,6,36,1061,1,0,True,10,1115,0,2,2,1.0,1.0,False
pytorch/pytorch,188551,3,15,15,1584,1757,1,0,False,1,1816,0,15,15,1.0,1.0,True
pytorch/pytorch,188550,1,1,1,1513,1486,1,0,False,4,1532,0,1,1,1.0,1.0,False
pytorch/pytorch,188549,1,17,1,218,116,0,0,False,1,219,0,28,22,1.6470588235294117,1.2941176470588236,False
pytorch/pytorch,188548,3,78,1,65,269,4,3,False,3,334,5,233,226,2.9871794871794872,2.8974358974358974,False
pytorch/pytorch,188546,3,101,1,2417,3292,1,1,False,6,3370,4,530,530,5.955056179775281,5.955056179775281,False
pytorch/pytorch,188543,2,1,1,102,561,1,1,False,3,622,0,2,2,2.0,2.0,False
pytorch/pytorch,188540,2,6,0,1162,1857,0,0,False,3,1921,0,37,37,6.166666666666667,6.166666666666667,False
pytorch/pytorch,188539,1,10,0,80,41,3,0,True,1,78,0,31,27,1.24,1.08,False
pytorch/pytorch,188537,2,2,0,1028,1162,1,1,False,7,1222,0,16,16,8.0,8.0,False
pytorch/pytorch,188535,2,149,0,1266,3112,0,0,False,1,3179,14,128,128,0.8590604026845637,0.8590604026845637,False
pytorch/pytorch,188534,1,1,1,4,0,0,0,False,4,40,0,1,1,1.0,1.0,False
pytorch/pytorch,188533,4,51,2,3263,2894,1,1,False,5,2965,4,250,250,4.901960784313726,4.901960784313726,False
pytorch/pytorch,188532,2,35,14,394,0,0,0,False,3,35,0,66,66,1.8857142857142857,1.8857142857142857,False
pytorch/pytorch,188531,2,20,0,44,688,0,0,False,4,732,1,94,94,4.7,4.7,False
pytorch/pytorch,188530,1,1,4,40,465,0,0,False,4,505,0,3,3,3.0,3.0,False
pytorch/pytorch,188529,3,23,9,169,952,2,0,True,3,1003,0,24,23,1.0434782608695652,1.0,False
pytorch/pytorch,188528,2,13,0,135,912,1,1,False,3,957,2,87,87,6.6923076923076925,6.6923076923076925,False
pytorch/pytorch,188527,4,91,24,78,3392,1,0,False,6,3443,7,78,78,0.8571428571428571,0.8571428571428571,False
pytorch/pytorch,188526,2,9,0,50,658,0,0,False,3,708,0,47,47,5.222222222222222,5.222222222222222,False
pytorch/pytorch,188525,1,25,0,36,613,0,0,False,3,649,1,23,23,0.92,0.92,False
pytorch/pytorch,188524,1,33,11,48,584,0,0,False,3,632,2,29,29,0.8787878787878788,0.8787878787878788,False
pytorch/pytorch,188523,1,177,0,390,166,0,0,False,3,215,7,1241,1241,7.011299435028248,7.011299435028248,False
pytorch/pytorch,188522,1,995,0,364,166,1,1,True,3,218,39,5887,5887,5.834489593657087,5.834489593657087,False
pytorch/pytorch,188521,1,3,3,3084,1889,0,0,False,6,1969,1,27,27,1.0,1.0,False
pytorch/pytorch,188518,1,8,1,587,2315,2,1,False,3,2379,0,18,13,2.25,1.625,False
pytorch/pytorch,188517,2,39,14,641,0,0,0,False,3,42,0,69,69,1.7692307692307692,1.7692307692307692,False
pytorch/pytorch,188516,2,35,13,414,0,0,0,False,3,42,0,49,49,1.4,1.4,False
pytorch/pytorch,188511,1,2,2,276,143,1,0,False,2,277,0,6,4,3.0,2.0,False
pytorch/pytorch,188509,1,1,1,26,1236,2,0,False,5,1293,0,7,7,7.0,7.0,False
pytorch/pytorch,188508,1,27,20,294,338,2,0,False,2,367,0,30,28,1.1111111111111112,1.037037037037037,False
pytorch/pytorch,188507,2,5,5,26,2483,3,1,False,5,2564,0,5,5,1.0,1.0,False
pytorch/pytorch,188506,1,1,1,25,158,1,0,True,6,208,0,1,1,1.0,1.0,False
pytorch/pytorch,188505,3,47,11,346,325,2,0,False,2,361,0,82,79,1.74468085106383,1.680851063829787,False
pytorch/pytorch,188504,1,5,6,26,1521,1,0,False,5,1579,0,5,5,1.0,1.0,False
pytorch/pytorch,188502,2,32,15,478,0,0,0,False,3,41,0,30,30,0.9375,0.9375,False
pytorch/pytorch,188501,2,39,22,406,0,0,0,False,3,46,0,37,37,0.9487179487179488,0.9487179487179488,False
pytorch/pytorch,188500,4,779,73,8535,1081,4,0,False,4,1118,20,1428,1427,1.8331193838254167,1.8318356867779204,False
pytorch/pytorch,188499,2,31,14,128,0,0,0,False,7,21,1,29,29,0.935483870967742,0.935483870967742,False
pytorch/pytorch,188498,2,33,16,168,0,0,0,False,3,39,0,31,31,0.9393939393939394,0.9393939393939394,False
pytorch/pytorch,188497,10,46,38,78,2585,0,0,False,3,2665,3,82,82,1.7826086956521738,1.7826086956521738,False
pytorch/pytorch,188495,6,120,12,52,988,2,1,False,1,1043,14,30,30,0.8823529411764706,0.8823529411764706,False
pytorch/pytorch,188494,2,8,6,8,208,3,0,False,9,263,0,12,10,1.5,1.25,False
pytorch/pytorch,188493,3,63,2,402,435,1,1,False,3,480,7,79,79,1.253968253968254,1.253968253968254,False
pytorch/pytorch,188491,1,45,23,531,588,1,0,False,4,641,2,305,305,6.777777777777778,6.777777777777778,False
pytorch/pytorch,188489,2,54,1,1144,974,2,1,False,4,1037,4,57,57,1.0555555555555556,1.0555555555555556,False
pytorch/pytorch,188488,1,12,12,26,2005,1,0,False,4,2067,0,26,26,2.1666666666666665,2.1666666666666665,False
pytorch/pytorch,188487,9,84,48,87,1371,0,0,False,6,1421,3,228,228,2.7142857142857144,2.7142857142857144,False
pytorch/pytorch,188486,7,69,35,52,2967,1,0,False,7,3023,3,81,81,1.173913043478261,1.173913043478261,False
pytorch/pytorch,188485,3,87,0,938,1048,1,0,False,7,1139,3,336,319,3.8620689655172415,3.6666666666666665,False
pytorch/pytorch,188484,3,157,22,140,24114,2,1,True,8,24149,2,170,160,1.0828025477707006,1.019108280254777,False
pytorch/pytorch,188483,4,416,15,166,1566,1,0,False,4,1640,5,1050,933,2.5240384615384617,2.2427884615384617,False
pytorch/pytorch,188480,30,221,209,156,1603,1,1,False,5,1673,0,1999,1999,3.889105058365759,3.889105058365759,False
pytorch/pytorch,188479,1,345,0,26,1450,1,1,False,4,1504,14,1747,1747,5.063768115942029,5.063768115942029,False
pytorch/pytorch,188478,1,1,1,26,712,1,0,False,5,767,0,1,1,1.0,1.0,False
pytorch/pytorch,188475,2,77,20,104,1603,0,0,False,2,1671,9,120,94,1.5584415584415583,1.2207792207792207,False
pytorch/pytorch,188474,5,96,0,104,2200,0,0,False,5,2265,10,380,380,3.9583333333333335,3.9583333333333335,False
pytorch/pytorch,188473,7,304,18,2818,3208,2,1,False,4,3289,2,972,874,2.25,2.0231481481481484,False
pytorch/pytorch,188472,3,244,11,1974,1090,1,1,False,4,1150,13,593,593,2.430327868852459,2.430327868852459,False
pytorch/pytorch,188471,2,23,17,1022,994,3,0,False,3,1032,0,36,29,1.565217391304348,1.2608695652173914,False
pytorch/pytorch,188470,9,618,51,468,166,0,0,False,3,207,20,2939,2870,3.532451923076923,3.449519230769231,False
langchain-ai/langchain,38636,1,9,6,382,182,0,0,False,6,243,0,9,9,1.0,1.0,False
langchain-ai/langchain,38635,1,1,1,304,204,0,0,False,7,271,0,1,1,1.0,1.0,False
langchain-ai/langchain,38634,1,1,1,323,357,0,0,False,6,429,0,11,11,11.0,11.0,False
langchain-ai/langchain,38633,2,14,1,124,644,0,0,False,6,706,3,89,89,6.357142857142857,6.357142857142857,False
langchain-ai/langchain,38632,2,0,6,92,589,0,0,False,6,635,0,0,0,0.0,0.0,False
langchain-ai/langchain,38631,1,2,2,57,439,0,0,False,6,482,0,2,2,1.0,1.0,False
langchain-ai/langchain,38628,1,3,3,303,1246,0,0,False,6,1315,0,3,3,1.0,1.0,False
langchain-ai/langchain,38625,1,8,2,242,753,0,0,False,7,835,0,37,37,4.625,4.625,False
langchain-ai/langchain,38624,4,178,9,1591,1701,0,0,False,8,1784,10,385,385,2.162921348314607,2.162921348314607,False
langchain-ai/langchain,38623,2,47,2,689,1519,0,0,False,6,1603,4,287,287,6.1063829787234045,6.1063829787234045,False
langchain-ai/langchain,38622,4,98,2,71,805,0,0,False,6,876,8,146,146,1.489795918367347,1.489795918367347,False
langchain-ai/langchain,38621,3,115,0,42,557,0,0,False,7,599,10,617,617,5.365217391304348,5.365217391304348,False
langchain-ai/langchain,38620,2,12,2,161,780,0,0,False,8,832,1,24,24,2.0,2.0,False
langchain-ai/langchain,38619,10,265,51,79,2061,0,0,False,6,2140,20,1241,1241,4.683018867924528,4.683018867924528,False
langchain-ai/langchain,38618,8,255,38,199,1896,0,0,False,6,1975,9,1087,1087,4.262745098039216,4.262745098039216,False
langchain-ai/langchain,38617,3,131,27,74,968,0,0,False,8,1042,5,190,190,1.450381679389313,1.450381679389313,False
langchain-ai/langchain,38616,5,87,18,66,860,0,0,False,7,926,5,272,272,3.126436781609196,3.126436781609196,False
langchain-ai/langchain,38615,9,96,70,73,1500,0,0,False,10,1573,8,271,271,2.8229166666666665,2.8229166666666665,False
langchain-ai/langchain,38614,4,85,5,63,1331,0,0,False,6,1394,9,501,501,5.894117647058824,5.894117647058824,False
langchain-ai/langchain,38613,2,25,2,53,636,0,0,False,6,689,3,93,93,3.72,3.72,False
langchain-ai/langchain,38611,2,44,8,557,930,0,0,False,6,1006,6,154,154,3.5,3.5,False
langchain-ai/langchain,38609,2,132,4,909,1581,0,0,False,7,1657,7,425,425,3.2196969696969697,3.2196969696969697,False
langchain-ai/langchain,38608,6,1020,0,295,1621,0,0,False,6,1688,81,5202,5202,5.1,5.1,False
langchain-ai/langchain,38607,2,40,3,75,1037,0,0,False,6,1112,4,218,218,5.45,5.45,False
langchain-ai/langchain,38606,1,2,2,67,1068,0,0,False,6,1135,0,2,2,1.0,1.0,False
langchain-ai/langchain,38604,1,2,2,67,1068,0,0,False,7,1135,0,2,2,1.0,1.0,False
langchain-ai/langchain,38602,3,525,0,59,1807,0,0,False,6,1866,34,3281,3281,6.24952380952381,6.24952380952381,False
langchain-ai/langchain,38600,2,30,0,592,1440,0,0,False,6,1501,3,148,148,4.933333333333334,4.933333333333334,False
langchain-ai/langchain,38599,1,5,5,524,6267,0,0,False,5,6327,0,5,5,1.0,1.0,True
langchain-ai/langchain,38598,1,9,5,488,12977,0,0,False,5,13041,0,9,9,1.0,1.0,True
langchain-ai/langchain,38597,1,3,3,527,6267,0,0,False,5,6330,0,3,3,1.0,1.0,True
langchain-ai/langchain,38596,1,16,3,491,12977,0,0,False,5,13044,0,15,15,0.9375,0.9375,True
langchain-ai/langchain,38595,1,7,3,494,12977,0,0,False,5,13047,0,7,7,1.0,1.0,True
langchain-ai/langchain,38594,1,3,3,530,6267,0,0,False,5,6333,0,3,3,1.0,1.0,True
langchain-ai/langchain,38593,1,4,16,477,4466,0,0,False,5,4540,0,4,4,1.0,1.0,True
langchain-ai/langchain,38592,1,16,3,496,12977,0,0,False,5,13049,0,15,15,0.9375,0.9375,True
langchain-ai/langchain,38591,1,3,3,532,6267,0,0,False,5,6335,0,3,3,1.0,1.0,True
langchain-ai/langchain,38588,1,1,1,31,308,1,0,False,0,339,0,1,1,1.0,1.0,True
langchain-ai/langchain,38587,5,440,440,11561,65535,1,0,False,8,65609,0,437,437,0.9931818181818182,0.9931818181818182,True
langchain-ai/langchain,38586,1,1,1,660,10149,0,0,False,5,10263,0,1,1,1.0,1.0,True
langchain-ai/langchain,38585,20,38,38,762,13441,0,0,False,5,13527,0,38,38,1.0,1.0,True
langchain-ai/langchain,38582,2,12,6,914,1557,0,0,False,5,1635,0,12,12,1.0,1.0,False
langchain-ai/langchain,38581,2,177,2,46,1257,0,0,False,7,1316,4,708,708,4.0,4.0,False
langchain-ai/langchain,38579,2,15,1,707,778,0,0,False,6,849,1,87,87,5.8,5.8,False
langchain-ai/langchain,38578,2,71,16,93,1433,0,0,False,7,1486,4,225,225,3.1690140845070425,3.1690140845070425,False
langchain-ai/langchain,38577,1,9,7,16,0,1,1,True,5,64,0,9,9,1.0,1.0,True
langchain-ai/langchain,38576,30,4579,0,892,1524,0,0,False,6,1581,24,2995,2883,1.8614045991298944,1.7917961466749537,False
langchain-ai/langchain,38575,4,63,7,467,840,0,0,False,6,916,9,332,332,5.26984126984127,5.26984126984127,False
langchain-ai/langchain,38574,3,5,0,48,212,1,1,True,3,260,0,12,8,2.4,1.6,True
langchain-ai/langchain,38573,2,172,4,834,1946,0,0,False,6,2019,9,590,590,3.4302325581395348,3.4302325581395348,False
langchain-ai/langchain,38571,3,4,9,840,567,0,0,False,7,623,0,13,13,3.25,3.25,False
langchain-ai/langchain,38570,2,7,6,742,652,0,0,False,7,722,0,16,16,2.2857142857142856,2.2857142857142856,False
langchain-ai/langchain,38569,1,4,3,492,1238,0,0,False,6,1316,0,13,13,3.25,3.25,False
langchain-ai/langchain,38568,2,10,3,1126,699,0,0,False,8,791,1,39,39,3.9,3.9,False
langchain-ai/langchain,38567,1,5,2,645,460,0,0,False,6,532,1,5,5,1.0,1.0,False
langchain-ai/langchain,38566,1,168,0,415,1653,0,0,False,5,1704,0,200,184,1.1904761904761905,1.0952380952380951,False
langchain-ai/langchain,38564,1,9,6,382,528,0,0,False,6,589,0,9,9,1.0,1.0,False
langchain-ai/langchain,38563,1,4,2,571,620,0,0,False,6,711,1,4,4,1.0,1.0,False
langchain-ai/langchain,38562,2,0,6,504,582,0,0,False,6,638,0,0,0,0.0,0.0,False
langchain-ai/langchain,38558,2,58,3,918,952,1,1,True,6,1019,2,63,63,1.0862068965517242,1.0862068965517242,False
langchain-ai/langchain,38556,2,73,10,970,1538,1,1,True,6,1593,1,223,223,3.054794520547945,3.054794520547945,False
langchain-ai/langchain,38554,2,53,3,798,1610,1,1,True,6,1678,4,140,140,2.641509433962264,2.641509433962264,False
langchain-ai/langchain,38553,3,3,3,26,0,1,1,True,6,29,0,7,7,2.333333333333333,2.333333333333333,True
langchain-ai/langchain,38552,2,180,33,53,752,1,1,True,5,805,5,165,165,0.9166666666666666,0.9166666666666666,True
langchain-ai/langchain,38551,2,52,4,537,1095,0,0,False,7,1169,3,222,222,4.269230769230769,4.269230769230769,False
langchain-ai/langchain,38547,1,4,0,58,531,1,1,True,5,589,0,22,22,5.5,5.5,True
