repo,pr_id,file_count,total_additions,total_deletions,commit_message_length,pr_description_length,reviewer_count,comment_count,has_ai_reviewer,label_count,pr_length,modified_function_count,ast_node_count,cfg_node_count,ast_density,cfg_density,merged
microsoft/vscode,323785,5,36,12,909,2158,3,1,True,0,2222,1,71,51,1.9722222222222223,1.4166666666666667,True
microsoft/vscode,323780,7,308,90,2249,2899,2,2,True,0,2964,1,481,385,1.5616883116883118,1.25,True
microsoft/vscode,323779,1,23,1,613,2324,3,1,True,0,2370,1,41,31,1.7826086956521738,1.3478260869565215,True
microsoft/vscode,323774,2,2,4,111,472,2,1,True,0,513,0,3,3,1.5,1.5,True
microsoft/vscode,323773,5,441,4,523,2710,3,1,True,0,2778,9,663,535,1.5034013605442176,1.2131519274376417,True
microsoft/vscode,323769,6,286,10,913,344,6,1,True,0,386,3,452,356,1.5804195804195804,1.2447552447552448,True
microsoft/vscode,323766,11,436,6,1776,3459,2,1,True,0,3543,4,584,494,1.3394495412844036,1.1330275229357798,False
microsoft/vscode,323764,2,155,1,205,871,4,1,True,0,930,9,244,190,1.5741935483870968,1.2258064516129032,True
microsoft/vscode,323763,4,297,23,966,659,1,2,True,0,727,1,422,336,1.4256756756756757,1.135135135135135,False
microsoft/vscode,323745,18,2553,0,3245,2752,2,3,True,0,2830,42,3820,3020,1.4962788875832354,1.18292205248727,True
microsoft/vscode,323744,2,49,2,643,1721,2,1,True,0,1771,3,64,52,1.3061224489795915,1.0612244897959184,True
microsoft/vscode,323742,4,256,32,520,351,1,1,True,0,381,4,353,297,1.37890625,1.16015625,False
microsoft/vscode,323741,7,354,119,2322,4642,2,1,True,0,4683,4,506,405,1.4293785310734464,1.1440677966101696,True
microsoft/vscode,323740,2,49,8,732,1602,3,1,True,0,1671,1,74,59,1.510204081632653,1.2040816326530612,True
microsoft/vscode,323734,1,13,5,460,1053,3,1,True,0,1128,0,20,16,1.5384615384615383,1.2307692307692308,True
microsoft/vscode,323731,5,105,10,1620,2236,2,1,True,0,2319,1,161,130,1.5333333333333334,1.238095238095238,True
microsoft/vscode,323725,14,1459,33,2456,2847,2,1,True,0,2902,33,2002,1644,1.3721727210418095,1.1267991775188486,True
microsoft/vscode,323721,6,23,10,2660,3662,5,1,True,0,3686,0,53,38,2.3043478260869565,1.6521739130434785,True
microsoft/vscode,323709,5,83,6,242,798,2,1,True,0,847,0,113,91,1.3614457831325302,1.0963855421686748,True
microsoft/vscode,323708,1,1,1,251,590,2,1,True,0,643,0,3,2,3.0,2.0,True
microsoft/vscode,323707,1,15,0,260,382,2,1,True,0,434,1,30,22,2.0,1.4666666666666666,True
microsoft/vscode,323706,6,235,12,1054,2943,3,1,True,0,3004,8,314,265,1.3361702127659574,1.127659574468085,True
microsoft/vscode,323705,1,22,8,625,1519,2,1,True,0,1570,0,32,27,1.4545454545454546,1.2272727272727273,True
microsoft/vscode,323701,8,603,11,1613,2554,2,1,True,0,2609,10,825,674,1.3681592039800996,1.1177446102819235,True
microsoft/vscode,323695,1,82,3,173,267,3,1,True,0,304,0,118,97,1.4390243902439024,1.1829268292682926,True
microsoft/vscode,323687,3,25,2,1270,1119,3,1,True,0,1171,1,43,32,1.72,1.28,True
microsoft/vscode,323686,1,6,0,129,342,2,1,True,0,401,0,5,5,0.8333333333333334,0.8333333333333334,True
microsoft/vscode,323683,1,8,5,373,883,2,1,True,0,945,0,16,12,2.0,1.5,True
microsoft/vscode,323678,1,6,0,257,580,3,1,True,0,628,0,5,5,0.8333333333333334,0.8333333333333334,True
microsoft/vscode,323667,1,1,1,445,0,2,1,True,1,27,0,3,2,3.0,2.0,True
microsoft/vscode,323664,1,1,1,445,0,2,1,True,1,56,0,3,2,3.0,2.0,False
microsoft/vscode,323660,17,822,215,5391,5478,4,1,True,0,5555,13,1088,918,1.3236009732360097,1.1167883211678833,True
microsoft/vscode,323657,9,218,139,644,657,3,1,True,0,724,0,270,244,1.238532110091743,1.1192660550458715,True
microsoft/vscode,323656,7,46,44,73,1575,3,1,True,1,1648,0,77,61,1.673913043478261,1.326086956521739,False
